holding_id,customer_id,holding_amount,UNT_TRAN_AMT,POLI_GROSS_PMT,effective_date,status,created_ts
0466a6fa,CUS00008,7575.33,7575.33,2293.52,2024-06-24,active,2025-12-09T20:25:37.753854
ed7401e0,CUS00081,42556.15,42556.15,1318.55,2025-01-15,pending,2025-12-09T20:25:37.753854
c11d8b9a,CUS00032,37768.27,37768.27,557.52,2024-04-02,closed,2025-12-09T20:25:37.753854
b5f7d94a,CUS00032,20512.31,20512.31,3297.89,2024-08-23,active,2025-12-09T20:25:37.753854
ee1237c9,CUS00059,41730.64,41730.64,4590.57,2025-04-24,closed,2025-12-09T20:25:37.753854
239f69c0,CUS00056,31470.77,31470.77,100.78,INVALID_DATE,pending,2025-12-09T20:25:37.753854
b7be39e9,CUS00093,30971.44,30971.44,1952.13,2025-03-08,active,2025-12-09T20:25:37.753854
797647c1,CUS00072,5754.56,5754.56,4678.74,2025-04-09,closed,2025-12-09T20:25:37.753854
9675e1c5,CUS00024,6266.0,6266.0,807.41,2024-04-26,active,2025-12-09T20:25:37.753854
8478db3a,CUS00099,37631.81,37631.81,2940.29,2024-11-16,pending,2025-12-09T20:25:37.753854
9f64d6d3,CUS00054,-423.45,-423.45,1031.42,2025-04-17,closed,2025-12-09T20:25:37.753854
e5e99614,CUS00090,-1810.54,-1810.54,4376.06,2025-10-08,active,2025-12-09T20:25:37.753854
ab2b375c,CUS00023,18329.31,18329.31,3499.71,2024-05-11,closed,2025-12-09T20:25:37.753854
21572a5e,CUS00028,13704.37,13704.37,2362.18,2025-11-26,closed,2025-12-09T20:25:37.753854
279fad18,CUS00012,4216.74,4216.74,4836.61,2025-01-13,closed,2025-12-09T20:25:37.753854
07ee5e6d,CUS00096,43388.9,43388.9,4548.67,2025-04-26,pending,2025-12-09T20:25:37.753854
aae1d531,CUS00030,17225.47,17225.47,1972.63,2025-06-24,pending,2025-12-09T20:25:37.753854
0ded9f45,CUS00030,42058.25,42058.25,4156.09,2025-09-17,pending,2025-12-09T20:25:37.753854
41429398,CUS00030,42341.14,42341.14,1958.58,2024-08-17,pending,2025-12-09T20:25:37.753854
bd53e1d8,CUS00063,49287.17,49287.17,278.91,2025-11-02,closed,2025-12-09T20:25:37.753854
4743e2a3,CUS00070,14393.12,14393.12,1237.79,2025-11-30,pending,2025-12-09T20:25:37.753854
b465a300,CUS00030,-2818.92,-2818.92,4065.76,2025-03-15,active,2025-12-09T20:25:37.753854
fc03805e,CUS00080,17725.46,17725.46,2533.12,2024-02-26,closed,2025-12-09T20:25:37.753854
628cc2cb,CUS00046,46273.91,46273.91,4446.94,2025-10-02,active,2025-12-09T20:25:37.753854
37c3166f,CUS00029,19262.24,19262.24,699.88,2025-10-05,active,2025-12-09T20:25:37.753854
2acce602,CUS00025,-2536.8,-2536.8,3374.02,INVALID_DATE,closed,2025-12-09T20:25:37.753854
5c7ce135,CUS00019,17919.44,17919.44,3144.74,2025-06-08,active,2025-12-09T20:25:37.753854
9c0d3731,CUS00019,9910060.36,9910060.36,2966.11,2025-06-08,active,2025-12-09T20:25:37.753854
21c78324,CUS99999,8897.63,8897.63,1036.46,2025-06-30,pending,2025-12-09T20:25:37.753854
2827e002,CUS00013,1445.44,1445.44,2857.59,2024-07-21,closed,2025-12-09T20:25:37.753854
322c3fcd,CUS99999,7280512.77,7280512.77,1398.64,2025-04-11,closed,2025-12-09T20:25:37.753854
70591716,CUS00090,30402.96,30402.96,3584.47,2024-10-16,active,2025-12-09T20:25:37.753854
ec52434e,CUS00052,22618.48,22618.48,4010.27,2025-11-05,pending,2025-12-09T20:25:37.753854
2260bc11,CUS00049,27631.56,27631.56,4021.19,2024-11-13,active,2025-12-09T20:25:37.753854
ac5e1e1d,CUS00087,30877.45,30877.45,3092.7,2025-06-13,active,2025-12-09T20:25:37.753854
d79e6757,CUS00097,49976.56,49976.56,2320.47,2025-07-07,pending,2025-12-09T20:25:37.753854
0a2574af,CUS00031,32788.45,32788.45,319.76,2024-12-19,pending,2025-12-09T20:25:37.753854
39ae4309,CUS00067,27345.43,27345.43,4338.47,2025-02-10,active,2025-12-09T20:25:37.753854
84256bfc,CUS00080,42861.91,42861.91,4961.29,2024-01-16,pending,2025-12-09T20:25:37.753854
ec7a457b,CUS00096,45956.02,45956.02,3188.03,2025-02-06,closed,2025-12-09T20:25:37.753854
a953fe93,CUS00061,1056.43,1056.43,708.27,2025-05-11,closed,2025-12-09T20:25:37.753854
31edcd69,CUS00001,29398.71,29398.71,2979.43,2024-04-10,pending,2025-12-09T20:25:37.753854
1472fb24,CUS00047,29814.11,29814.11,2672.56,2025-11-09,active,2025-12-09T20:25:37.753854
d7efef24,CUS00056,24435.29,24435.29,2785.62,INVALID_DATE,pending,2025-12-09T20:25:37.753854
30c7155d,CUS00084,2104.45,2104.45,1285.88,2024-09-07,closed,2025-12-09T20:25:37.753854
d6f51ae1,CUS00006,461.26,461.26,2979.78,2025-07-05,active,2025-12-09T20:25:37.753854
2a33aa99,CUS00050,38783.47,38783.47,4607.4,2025-06-22,active,2025-12-09T20:25:37.753854
71d4f5a1,CUS00003,40713.85,40713.85,992.58,2025-02-18,active,2025-12-09T20:25:37.753854
75afdebd,CUS00094,298.91,298.91,713.81,2025-11-27,active,2025-12-09T20:25:37.753854
e10afc50,CUS00013,3022.85,3022.85,1008.86,2024-12-13,pending,2025-12-09T20:25:37.753854
eeb5eff6,CUS00001,16561.51,16561.51,4094.63,2025-11-16,pending,2025-12-09T20:25:37.753854
ddc8c5a1,CUS00063,17268.42,17268.42,4104.22,2024-02-14,active,2025-12-09T20:25:37.753854
3f4f13b3,CUS00091,35300.18,35300.18,4671.41,2024-05-01,pending,2025-12-09T20:25:37.753854
6c82d8d9,CUS00045,8802732.64,8802732.64,2345.56,2025-01-29,pending,2025-12-09T20:25:37.753854
bd972e98,CUS00044,40898.01,40898.01,632.87,2025-08-27,closed,2025-12-09T20:25:37.753854
ec8dd867,CUS00089,20060.39,20060.39,4162.41,2024-10-25,active,2025-12-09T20:25:37.753854
ef59919e,CUS00012,15457.19,15457.19,-1267.75,2024-08-26,closed,2025-12-09T20:25:37.753854
c7f9edff,CUS00085,37080.95,37080.95,3729.44,2024-09-24,closed,2025-12-09T20:25:37.753854
6b4f1bf0,CUS00097,24413.3,24413.3,2797.37,2024-10-04,closed,2025-12-09T20:25:37.753854
73cf2890,CUS00068,24630.76,24630.76,2528.78,2025-07-19,pending,2025-12-09T20:25:37.753854
37a08c57,CUS00039,16757.4,16757.4,591.0,2024-10-11,closed,2025-12-09T20:25:37.753854
95e7da0e,CUS00012,4989786.12,4989786.12,4681.4,2024-03-09,pending,2025-12-09T20:25:37.753854
c9c40dc5,CUS00097,9342.95,9342.95,4863.67,2024-01-20,closed,2025-12-09T20:25:37.753854
77221c02,CUS00026,2541.95,2541.95,3928.38,2025-06-20,pending,2025-12-09T20:25:37.753854
3b34d577,CUS00012,12839.21,12839.21,3419.47,2024-04-26,active,2025-12-09T20:25:37.753854
084908ca,CUS00017,7877.93,7877.93,-1349.35,2024-09-20,pending,2025-12-09T20:25:37.753854
f95f01d3,CUS00047,3017.14,3017.14,1211.68,2024-03-14,closed,2025-12-09T20:25:37.753854
567fc080,CUS00063,42620.79,42620.79,1556.06,2025-04-08,active,2025-12-09T20:25:37.753854
3d5ad2f3,CUS00023,-2586.64,-2586.64,1588.9,2024-10-25,closed,2025-12-09T20:25:37.753854
d27d2fd4,CUS00069,28204.83,28204.83,3009.6,2023-12-10,closed,2025-12-09T20:25:37.753854
7bce4ca5,CUS00011,45997.13,45997.13,1594.07,2025-02-16,active,2025-12-09T20:25:37.753854
207df473,CUS00089,624.58,624.58,-1743.15,2025-04-02,active,2025-12-09T20:25:37.753854
b4524bb9,CUS00065,46024.53,46024.53,4941.81,2025-02-22,closed,2025-12-09T20:25:37.753854
daf11468,CUS00035,7039077.08,7039077.08,1447.68,2025-08-04,active,2025-12-09T20:25:37.753854
2ea4960f,CUS00057,30912.52,30912.52,1369.16,2025-08-28,pending,2025-12-09T20:25:37.753854
b1afe387,CUS00004,29291.56,29291.56,474.81,2024-01-03,active,2025-12-09T20:25:37.753854
456b10e2,CUS00096,11550.49,11550.49,3355.05,2025-05-07,closed,2025-12-09T20:25:37.753854
3609a76e,CUS00090,38273.73,38273.73,1190.75,INVALID_DATE,active,2025-12-09T20:25:37.753854
64a7efb8,CUS00012,34241.83,34241.83,100.94,INVALID_DATE,active,2025-12-09T20:25:37.753854
48aba44b,CUS99999,41874.28,41874.28,975.82,2025-01-18,active,2025-12-09T20:25:37.753854
f8e1d5fe,CUS00047,42524.6,42524.6,1268.63,2024-04-09,pending,2025-12-09T20:25:37.753854
2ca987a9,CUS00019,18176.88,18176.88,2007.76,2024-07-04,active,2025-12-09T20:25:37.753854
372e25ba,CUS00008,25873.64,25873.64,3292.92,2025-06-26,pending,2025-12-09T20:25:37.753854
e3be092a,CUS99999,47275.83,47275.83,1533.76,2024-02-16,pending,2025-12-09T20:25:37.753854
bcc78019,CUS00084,38491.27,38491.27,2024.34,2023-12-10,closed,2025-12-09T20:25:37.753854
5577a4eb,CUS00079,-1792.33,-1792.33,1258.67,2024-06-21,closed,2025-12-09T20:25:37.753854
733167ef,CUS00009,47019.55,47019.55,1644.07,2023-12-22,active,2025-12-09T20:25:37.753854
04d889bf,CUS00023,34662.4,34662.4,4207.23,2025-02-08,pending,2025-12-09T20:25:37.753854
0c0d0eaf,CUS00024,19586.6,19586.6,1035.12,2024-02-27,pending,2025-12-09T20:25:37.753854
2171a093,CUS00033,11637.11,11637.11,4165.13,2025-07-25,active,2025-12-09T20:25:37.753854
537924e8,CUS00010,47679.58,47679.58,1695.87,2025-07-08,pending,2025-12-09T20:25:37.753854
9452697c,CUS00037,9434.43,9434.43,4934.11,2024-06-20,active,2025-12-09T20:25:37.753854
6d8ab110,CUS00061,49115.34,49115.34,1036.12,2025-08-09,active,2025-12-09T20:25:37.753854
4f850c30,CUS00058,30671.92,30671.92,2555.6,INVALID_DATE,pending,2025-12-09T20:25:37.753854
002e25cf,CUS00016,41522.74,41522.74,1982.59,2024-02-01,closed,2025-12-09T20:25:37.753854
0b743cc1,CUS00082,30787.5,30787.5,2170.79,2023-12-20,active,2025-12-09T20:25:37.753854
fd839473,CUS00061,46328.5,46328.5,2464.89,2024-06-18,closed,2025-12-09T20:25:37.753854
e8435cb8,CUS00088,39072.22,39072.22,1545.31,INVALID_DATE,active,2025-12-09T20:25:37.753854
e0bb8912,CUS00052,34774.17,34774.17,1734.18,2025-07-27,pending,2025-12-09T20:25:37.753854
8711f47e,CUS00061,39730.47,39730.47,2987.9,2025-10-24,closed,2025-12-09T20:25:37.753854
0d055ecb,CUS00039,32903.17,32903.17,730.52,2025-05-16,active,2025-12-09T20:25:37.757894
7348dd9e,CUS00003,4265.4,4265.4,1428.19,2024-11-24,pending,2025-12-09T20:25:37.757894
b2715615,CUS00072,10713.78,10713.78,435.33,2025-05-27,active,2025-12-09T20:25:37.757894
45c9b293,CUS00083,1551.45,1551.45,1790.6,2025-05-20,closed,2025-12-09T20:25:37.757894
6dc9b226,CUS00044,5141161.65,5141161.65,2927.82,2024-03-14,closed,2025-12-09T20:25:37.757894
0935a942,CUS00095,39265.76,39265.76,1988.76,2024-06-24,active,2025-12-09T20:25:37.757894
150ec64e,CUS00056,4261.59,4261.59,1195.78,2023-12-27,closed,2025-12-09T20:25:37.757894
1ec7d46e,CUS99999,24789.11,24789.11,4539.37,2024-06-09,pending,2025-12-09T20:25:37.757894
66ba11f6,CUS00029,15356.4,15356.4,1391.14,2023-12-25,closed,2025-12-09T20:25:37.757894
4b7806b3,CUS00076,41598.56,41598.56,4401.55,2025-07-05,closed,2025-12-09T20:25:37.757894
d9031ad2,CUS00076,48004.68,48004.68,1341.35,2025-05-30,pending,2025-12-09T20:25:37.757894
5308c35a,CUS00068,30785.99,30785.99,652.82,2023-12-28,closed,2025-12-09T20:25:37.757894
d9418121,CUS00006,1260310.57,1260310.57,164.7,INVALID_DATE,closed,2025-12-09T20:25:37.757894
3b0b1f47,CUS00007,18858.53,18858.53,2550.74,2025-01-23,active,2025-12-09T20:25:37.757894
ecd39121,CUS00046,31789.97,31789.97,1763.52,2024-11-08,pending,2025-12-09T20:25:37.757894
ec212c2f,CUS00025,33209.33,33209.33,153.89,2025-10-31,pending,2025-12-09T20:25:37.757894
0d14ac18,CUS00024,10580.38,10580.38,2818.85,2025-12-02,pending,2025-12-09T20:25:37.757894
c2d645e2,CUS00064,43544.18,43544.18,3397.29,INVALID_DATE,pending,2025-12-09T20:25:37.757894
8f61d9d0,CUS00037,17295.6,17295.6,4441.69,2023-12-12,closed,2025-12-09T20:25:37.757894
3c981ddc,CUS00002,5045.02,5045.02,-583.45,2025-11-15,closed,2025-12-09T20:25:37.757894
bfd37c7b,CUS00012,41309.21,41309.21,111.31,2024-06-14,closed,2025-12-09T20:25:37.757894
cb15df2c,CUS00099,42983.14,42983.14,-202.59,2025-04-09,closed,2025-12-09T20:25:37.757894
f538e554,CUS00008,3944.94,3944.94,4925.25,2025-07-21,pending,2025-12-09T20:25:37.757894
a4bef918,CUS00029,-1022.76,-1022.76,3119.7,2023-12-14,closed,2025-12-09T20:25:37.757894
a7b53421,CUS00005,3206.76,3206.76,3261.16,2024-06-20,active,2025-12-09T20:25:37.757894
80fb203c,CUS00009,23311.92,23311.92,399.21,2024-02-25,active,2025-12-09T20:25:37.757894
8cdb6e61,CUS00024,11034.2,11034.2,4798.0,2023-12-31,pending,2025-12-09T20:25:37.757894
29c66ee7,CUS00018,39218.45,39218.45,2904.01,2024-09-17,active,2025-12-09T20:25:37.757894
fc47b115,CUS00071,8731.78,8731.78,818.11,2025-01-28,pending,2025-12-09T20:25:37.757894
01a5dced,CUS00091,43154.15,43154.15,2587.89,2024-04-19,closed,2025-12-09T20:25:37.757894
3a18bbc2,CUS00078,35365.83,35365.83,1990.51,2025-10-03,closed,2025-12-09T20:25:37.757894
89b0b580,CUS00096,-3680.17,-3680.17,393.97,2024-12-18,closed,2025-12-09T20:25:37.757894
589ec868,CUS00086,44249.48,44249.48,3238.92,INVALID_DATE,pending,2025-12-09T20:25:37.757894
465026c3,CUS00007,-547.76,-547.76,2099.44,2024-05-22,pending,2025-12-09T20:25:37.757894
63ddbf05,CUS00055,44945.63,44945.63,2540.96,INVALID_DATE,pending,2025-12-09T20:25:37.757894
7e5b0e39,CUS00049,-1548.1,-1548.1,3484.47,2024-08-25,closed,2025-12-09T20:25:37.757894
282cbc15,CUS00048,43653.2,43653.2,253.17,2025-07-12,active,2025-12-09T20:25:37.757894
05bc4521,CUS00002,-645.29,-645.29,1753.02,2025-12-03,closed,2025-12-09T20:25:37.757894
5e6608d6,CUS00082,-4242.91,-4242.91,3357.76,2024-04-09,active,2025-12-09T20:25:37.757894
f762b824,CUS00068,38378.91,38378.91,2886.73,2024-12-22,active,2025-12-09T20:25:37.757894
b4a52e37,CUS00010,-4968.96,-4968.96,1381.58,2025-08-03,closed,2025-12-09T20:25:37.757894
c60e54fe,CUS00070,-2406.74,-2406.74,836.39,2024-06-01,closed,2025-12-09T20:25:37.757894
461deee5,CUS00017,12522.46,12522.46,4151.43,2024-11-02,active,2025-12-09T20:25:37.757894
24dee40d,CUS99999,32702.13,32702.13,2946.1,2025-10-03,pending,2025-12-09T20:25:37.757894
6ac4d6ec,CUS00092,-538.67,-538.67,1286.9,2025-09-28,active,2025-12-09T20:25:37.757894
236cace5,CUS00054,7227.79,7227.79,4091.17,INVALID_DATE,pending,2025-12-09T20:25:37.757894
3ea8249c,CUS00078,-1282.09,-1282.09,2828.3,2025-07-01,active,2025-12-09T20:25:37.757894
09631d02,CUS00076,19579.18,19579.18,3074.76,2024-11-24,pending,2025-12-09T20:25:37.757894
64f5f8b7,CUS00055,4877.94,4877.94,-1940.08,2024-08-15,pending,2025-12-09T20:25:37.757894
88fd648e,CUS00016,2104.3,2104.3,-449.31,2024-07-25,closed,2025-12-09T20:25:37.757894
2071c021,CUS00033,-408.67,-408.67,3717.12,2024-09-19,closed,2025-12-09T20:25:37.757894
bcc76bc1,CUS00027,11995.17,11995.17,4895.47,2024-09-03,closed,2025-12-09T20:25:37.757894
29774829,CUS00068,40880.43,40880.43,1085.61,2025-09-23,pending,2025-12-09T20:25:37.757894
69d90547,CUS00019,30053.02,30053.02,575.64,2024-03-12,closed,2025-12-09T20:25:37.757894
059ac231,CUS00088,21059.76,21059.76,-1635.58,2025-06-03,active,2025-12-09T20:25:37.757894
37e7cb3c,CUS00093,16970.21,16970.21,780.15,2024-07-15,closed,2025-12-09T20:25:37.757894
e529334a,CUS00069,14153.74,14153.74,4792.57,2024-02-29,active,2025-12-09T20:25:37.757894
5e28b3d6,CUS00029,8919.87,8919.87,4670.34,2025-11-07,active,2025-12-09T20:25:37.757894
3069c766,CUS00082,38949.37,38949.37,2980.45,2024-07-02,pending,2025-12-09T20:25:37.757894
bbc21d6d,CUS00070,33233.31,33233.31,4841.31,2024-12-22,closed,2025-12-09T20:25:37.757894
59aae9f7,CUS00075,25050.48,25050.48,882.64,INVALID_DATE,pending,2025-12-09T20:25:37.757894
199600f4,CUS99999,31993.87,31993.87,735.21,2025-06-09,closed,2025-12-09T20:25:37.757894
75fadc55,CUS00051,46653.52,46653.52,300.93,INVALID_DATE,pending,2025-12-09T20:25:37.757894
d177f735,CUS00095,35351.27,35351.27,4930.4,2024-12-11,closed,2025-12-09T20:25:37.757894
50a46de2,CUS00031,42189.66,42189.66,4372.3,2025-06-16,pending,2025-12-09T20:25:37.757894
7e029de1,CUS00027,8943.5,8943.5,2196.78,2024-06-19,closed,2025-12-09T20:25:37.757894
42c5535d,CUS00099,28376.33,28376.33,4724.65,2025-10-31,active,2025-12-09T20:25:37.757894
71e19731,CUS00022,24512.56,24512.56,3150.0,2025-10-03,closed,2025-12-09T20:25:37.757894
503913f2,CUS00093,22188.02,22188.02,2774.14,2024-03-03,pending,2025-12-09T20:25:37.757894
37f5b828,CUS00027,-3023.37,-3023.37,3313.65,2024-11-14,closed,2025-12-09T20:25:37.757894
4cbd089c,CUS00094,11914.3,11914.3,3090.35,2024-02-27,pending,2025-12-09T20:25:37.757894
c63038c4,CUS00048,42637.06,42637.06,2684.84,2024-01-10,closed,2025-12-09T20:25:37.757894
4a9cb5f2,CUS00092,48435.59,48435.59,218.91,2025-10-04,active,2025-12-09T20:25:37.757894
a05ea6ee,CUS00067,36235.81,36235.81,1799.35,2024-03-09,active,2025-12-09T20:25:37.757894
d23cf706,CUS00029,-423.1,-423.1,3713.99,2025-10-30,closed,2025-12-09T20:25:37.757894
9c4455e9,CUS00100,48141.46,48141.46,2654.88,2025-01-09,closed,2025-12-09T20:25:37.757894
c11812ad,CUS00040,6413.24,6413.24,2843.79,2024-08-27,active,2025-12-09T20:25:37.757894
514ec394,CUS00038,8054.82,8054.82,3764.54,2024-02-28,pending,2025-12-09T20:25:37.757894
cc7a26b8,CUS00016,45097.77,45097.77,653.11,2024-04-06,pending,2025-12-09T20:25:37.757894
ed30d294,CUS00023,33678.36,33678.36,1234.39,2024-10-10,active,2025-12-09T20:25:37.757894
3cdcf50b,CUS00025,10341.72,10341.72,2519.02,2024-12-17,pending,2025-12-09T20:25:37.757894
554d47d6,CUS00076,26820.21,26820.21,1508.0,2025-09-05,pending,2025-12-09T20:25:37.757894
439775d7,CUS00039,46116.7,46116.7,2378.67,2025-08-31,closed,2025-12-09T20:25:37.757894
27bb46d8,CUS00056,21856.46,21856.46,100.16,2024-12-27,pending,2025-12-09T20:25:37.757894
b314cc67,CUS00037,32201.03,32201.03,1870.13,2024-07-12,active,2025-12-09T20:25:37.757894
943254d4,CUS00040,45866.02,45866.02,3415.51,INVALID_DATE,active,2025-12-09T20:25:37.757894
a46e1f5f,CUS00028,4434.1,4434.1,1426.57,2024-04-02,pending,2025-12-09T20:25:37.757894
fd323c64,CUS00031,18915.51,18915.51,1076.69,2024-11-12,closed,2025-12-09T20:25:37.757894
d1998f46,CUS00029,25919.27,25919.27,-385.51,2025-09-15,pending,2025-12-09T20:25:37.757894
57e8c1ad,CUS00057,46863.06,46863.06,241.84,2024-03-25,pending,2025-12-09T20:25:37.757894
123b8e7b,CUS00056,3189.84,3189.84,768.68,2025-08-15,closed,2025-12-09T20:25:37.757894
bbd307e7,CUS00091,27891.63,27891.63,4605.26,2025-10-31,closed,2025-12-09T20:25:37.757894
87b1ec13,CUS00009,43461.27,43461.27,145.8,2025-05-17,active,2025-12-09T20:25:37.757894
94418a33,CUS99999,-4610.83,-4610.83,781.86,2024-07-14,pending,2025-12-09T20:25:37.757894
010e913c,CUS00012,32458.58,32458.58,3653.74,2024-04-30,pending,2025-12-09T20:25:37.757894
36c201fd,CUS00051,6799.73,6799.73,2171.64,2025-12-06,active,2025-12-09T20:25:37.757894
9d7aa2e7,CUS00008,40506.92,40506.92,934.13,2025-10-12,closed,2025-12-09T20:25:37.757894
1955c19b,CUS00012,26062.52,26062.52,3122.14,2025-11-14,closed,2025-12-09T20:25:37.757894
f1be0779,CUS00088,19449.91,19449.91,1560.25,2025-02-23,active,2025-12-09T20:25:37.757894
1d228a0b,CUS00003,1874430.85,1874430.85,2477.19,2024-06-22,pending,2025-12-09T20:25:37.757894
79d515bc,CUS00063,-204.53,-204.53,3516.54,2025-03-10,pending,2025-12-09T20:25:37.757894
dd4177ba,CUS00001,31436.51,31436.51,908.27,2025-12-04,pending,2025-12-09T20:25:37.757894
786a6b9a,CUS00006,22426.87,22426.87,4436.39,2025-12-03,closed,2025-12-09T20:25:37.757894
c1b7edf7,CUS00059,42523.7,42523.7,2756.35,2024-04-04,active,2025-12-09T20:25:37.757894
b7aee6fa,CUS00002,18807.4,18807.4,2839.09,2025-03-15,closed,2025-12-09T20:25:37.757894
